# L TT EE BB TE PP TP EP RR
1.8440000000e+03 3.0138000000e+02 8.7170000000e+00 0.0000000000e+00 -9.8164000000e-01 2.5984000000e-09 4.7294000000e-07 -5.8778000000e-08 7.9828940086e-13
1.8450000000e+03 2.9996000000e+02 8.7824000000e+00 0.0000000000e+00 -9.5331000000e-01 2.5962000000e-09 4.7615000000e-07 -5.9583000000e-08 7.9633849905e-13
1.8460000000e+03 2.9851000000e+02 8.8487000000e+00 0.0000000000e+00 -9.3058000000e-01 2.5939000000e-09 4.7936000000e-07 -6.0378000000e-08 7.9439309516e-13
1.8470000000e+03 2.9708000000e+02 8.9149000000e+00 0.0000000000e+00 -9.1375000000e-01 2.5916000000e-09 4.8257000000e-07 -6.1162000000e-08 7.9245317157e-13
1.8480000000e+03 2.9565000000e+02 8.9812000000e+00 0.0000000000e+00 -9.0245000000e-01 2.5894000000e-09 4.8577000000e-07 -6.1936000000e-08 7.9051871072e-13
1.8490000000e+03 2.9423000000e+02 9.0475000000e+00 0.0000000000e+00 -8.9682000000e-01 2.5871000000e-09 4.8897000000e-07 -6.2699000000e-08 7.8858969513e-13
1.8500000000e+03 2.9281000000e+02 9.1138000000e+00 0.0000000000e+00 -8.9681000000e-01 2.5848000000e-09 4.9217000000e-07 -6.3452000000e-08 7.8666610736e-13
1.8510000000e+03 2.9138000000e+02 9.1809000000e+00 0.0000000000e+00 -9.0241000000e-01 2.5826000000e-09 4.9536000000e-07 -6.4194000000e-08 7.8474793006e-13
1.8520000000e+03 2.8999000000e+02 9.2488000000e+00 0.0000000000e+00 -9.1362000000e-01 2.5803000000e-09 4.9855000000e-07 -6.4925000000e-08 7.8283514591e-13
1.8530000000e+03 2.8858000000e+02 9.3152000000e+00 0.0000000000e+00 -9.3029000000e-01 2.5781000000e-09 5.0173000000e-07 -6.5646000000e-08 7.8092773768e-13
1.8540000000e+03 2.8719000000e+02 9.3816000000e+00 0.0000000000e+00 -9.5257000000e-01 2.5758000000e-09 5.0491000000e-07 -6.6356000000e-08 7.7902568819e-13
1.8550000000e+03 2.8580000000e+02 9.4473000000e+00 0.0000000000e+00 -9.8023000000e-01 2.5736000000e-09 5.0809000000e-07 -6.7055000000e-08 7.7712898032e-13
1.8560000000e+03 2.8443000000e+02 9.5137000000e+00 0.0000000000e+00 -1.0132000000e+00 2.5713000000e-09 5.1125000000e-07 -6.7744000000e-08 7.7523759702e-13
1.8570000000e+03 2.8306000000e+02 9.5809000000e+00 0.0000000000e+00 -1.0516000000e+00 2.5691000000e-09 5.1441000000e-07 -6.8422000000e-08 7.7335152128e-13
1.8580000000e+03 2.8169000000e+02 9.6467000000e+00 0.0000000000e+00 -1.0954000000e+00 2.5669000000e-09 5.1757000000e-07 -6.9089000000e-08 7.7147073619e-13
1.8590000000e+03 2.8034000000e+02 9.7132000000e+00 0.0000000000e+00 -1.1445000000e+00 2.5646000000e-09 5.2072000000e-07 -6.9746000000e-08 7.6959522486e-13
1.8600000000e+03 2.7900000000e+02 9.7782000000e+00 0.0000000000e+00 -1.1987000000e+00 2.5624000000e-09 5.2386000000e-07 -7.0391000000e-08 7.6772497048e-13
1.8610000000e+03 2.7767000000e+02 9.8440000000e+00 0.0000000000e+00 -1.2582000000e+00 2.5602000000e-09 5.2699000000e-07 -7.1027000000e-08 7.6585995630e-13
1.8620000000e+03 2.7635000000e+02 9.9090000000e+00 0.0000000000e+00 -1.3227000000e+00 2.5579000000e-09 5.3012000000e-07 -7.1651000000e-08 7.6400016564e-13
1.8630000000e+03 2.7502000000e+02 9.9741000000e+00 0.0000000000e+00 -1.3922000000e+00 2.5557000000e-09 5.3324000000e-07 -7.2265000000e-08 7.6214558184e-13
1.8640000000e+03 2.7373000000e+02 1.0040000000e+01 0.0000000000e+00 -1.4668000000e+00 2.5535000000e-09 5.3634000000e-07 -7.2868000000e-08 7.6029618835e-13
1.8650000000e+03 2.7243000000e+02 1.0104000000e+01 0.0000000000e+00 -1.5463000000e+00 2.5513000000e-09 5.3944000000e-07 -7.3460000000e-08 7.5845196865e-13
1.8660000000e+03 2.7116000000e+02 1.0168000000e+01 0.0000000000e+00 -1.6307000000e+00 2.5491000000e-09 5.4253000000e-07 -7.4042000000e-08 7.5661290628e-13
1.8670000000e+03 2.6987000000e+02 1.0231000000e+01 0.0000000000e+00 -1.7198000000e+00 2.5469000000e-09 5.4561000000e-07 -7.4613000000e-08 7.5477898485e-13
1.8680000000e+03 2.6862000000e+02 1.0294000000e+01 0.0000000000e+00 -1.8137000000e+00 2.5447000000e-09 5.4868000000e-07 -7.5173000000e-08 7.5295018802e-13
1.8690000000e+03 2.6737000000e+02 1.0356000000e+01 0.0000000000e+00 -1.9123000000e+00 2.5425000000e-09 5.5174000000e-07 -7.5722000000e-08 7.5112649951e-13
1.8700000000e+03 2.6613000000e+02 1.0419000000e+01 0.0000000000e+00 -2.0156000000e+00 2.5403000000e-09 5.5479000000e-07 -7.6261000000e-08 7.4930790311e-13
1.8710000000e+03 2.6491000000e+02 1.0481000000e+01 0.0000000000e+00 -2.1233000000e+00 2.5381000000e-09 5.5783000000e-07 -7.6789000000e-08 7.4749438264e-13
1.8720000000e+03 2.6370000000e+02 1.0541000000e+01 0.0000000000e+00 -2.2356000000e+00 2.5359000000e-09 5.6086000000e-07 -7.7307000000e-08 7.4568592200e-13
1.8730000000e+03 2.6250000000e+02 1.0602000000e+01 0.0000000000e+00 -2.3523000000e+00 2.5337000000e-09 5.6387000000e-07 -7.7813000000e-08 7.4388250515e-13
1.8740000000e+03 2.6132000000e+02 1.0661000000e+01 0.0000000000e+00 -2.4733000000e+00 2.5315000000e-09 5.6687000000e-07 -7.8309000000e-08 7.4208411609e-13
1.8750000000e+03 2.6015000000e+02 1.0720000000e+01 0.0000000000e+00 -2.5986000000e+00 2.5293000000e-09 5.6986000000e-07 -7.8794000000e-08 7.4029073890e-13
1.8760000000e+03 2.5899000000e+02 1.0779000000e+01 0.0000000000e+00 -2.7280000000e+00 2.5272000000e-09 5.7284000000e-07 -7.9269000000e-08 7.3850235768e-13
1.8770000000e+03 2.5784000000e+02 1.0836000000e+01 0.0000000000e+00 -2.8616000000e+00 2.5250000000e-09 5.7580000000e-07 -7.9732000000e-08 7.3671895663e-13
1.8780000000e+03 2.5670000000e+02 1.0893000000e+01 0.0000000000e+00 -2.9992000000e+00 2.5228000000e-09 5.7875000000e-07 -8.0185000000e-08 7.3494051997e-13
1.8790000000e+03 2.5558000000e+02 1.0948000000e+01 0.0000000000e+00 -3.1405000000e+00 2.5206000000e-09 5.8168000000e-07 -8.0628000000e-08 7.3316703201e-13
1.8800000000e+03 2.5448000000e+02 1.1003000000e+01 0.0000000000e+00 -3.2859000000e+00 2.5185000000e-09 5.8460000000e-07 -8.1059000000e-08 7.3139847707e-13
1.8810000000e+03 2.5340000000e+02 1.1057000000e+01 0.0000000000e+00 -3.4350000000e+00 2.5163000000e-09 5.8751000000e-07 -8.1480000000e-08 7.2963483958e-13
1.8820000000e+03 2.5232000000e+02 1.1111000000e+01 0.0000000000e+00 -3.5877000000e+00 2.5141000000e-09 5.9040000000e-07 -8.1890000000e-08 7.2787610399e-13
1.8830000000e+03 2.5126000000e+02 1.1162000000e+01 0.0000000000e+00 -3.7440000000e+00 2.5120000000e-09 5.9327000000e-07 -8.2289000000e-08 7.2612225481e-13
1.8840000000e+03 2.5022000000e+02 1.1215000000e+01 0.0000000000e+00 -3.9038000000e+00 2.5098000000e-09 5.9613000000e-07 -8.2678000000e-08 7.2437327661e-13
1.8850000000e+03 2.4920000000e+02 1.1265000000e+01 0.0000000000e+00 -4.0671000000e+00 2.5077000000e-09 5.9898000000e-07 -8.3056000000e-08 7.2262915402e-13
1.8860000000e+03 2.4818000000e+02 1.1315000000e+01 0.0000000000e+00 -4.2336000000e+00 2.5055000000e-09 6.0180000000e-07 -8.3423000000e-08 7.2088987170e-13
1.8870000000e+03 2.4718000000e+02 1.1364000000e+01 0.0000000000e+00 -4.4035000000e+00 2.5034000000e-09 6.0461000000e-07 -8.3779000000e-08 7.1915541440e-13
1.8880000000e+03 2.4620000000e+02 1.1411000000e+01 0.0000000000e+00 -4.5765000000e+00 2.5012000000e-09 6.0740000000e-07 -8.4125000000e-08 7.1742576690e-13
1.8890000000e+03 2.4523000000e+02 1.1457000000e+01 0.0000000000e+00 -4.7526000000e+00 2.4991000000e-09 6.1018000000e-07 -8.4459000000e-08 7.1570091405e-13
1.8900000000e+03 2.4428000000e+02 1.1503000000e+01 0.0000000000e+00 -4.9317000000e+00 2.4970000000e-09 6.1293000000e-07 -8.4783000000e-08 7.1398084072e-13
1.8910000000e+03 2.4336000000e+02 1.1548000000e+01 0.0000000000e+00 -5.1136000000e+00 2.4948000000e-09 6.1567000000e-07 -8.5097000000e-08 7.1226553188e-13
1.8920000000e+03 2.4244000000e+02 1.1591000000e+01 0.0000000000e+00 -5.2984000000e+00 2.4927000000e-09 6.1839000000e-07 -8.5399000000e-08 7.1055497252e-13
1.8930000000e+03 2.4153000000e+02 1.1634000000e+01 0.0000000000e+00 -5.4857000000e+00 2.4906000000e-09 6.2109000000e-07 -8.5691000000e-08 7.0884914770e-13
1.8940000000e+03 2.4065000000e+02 1.1675000000e+01 0.0000000000e+00 -5.6756000000e+00 2.4885000000e-09 6.2377000000e-07 -8.5972000000e-08 7.0714804251e-13
1.8950000000e+03 2.3978000000e+02 1.1716000000e+01 0.0000000000e+00 -5.8681000000e+00 2.4863000000e-09 6.2643000000e-07 -8.6242000000e-08 7.0545164213e-13
1.8960000000e+03 2.3893000000e+02 1.1755000000e+01 0.0000000000e+00 -6.0629000000e+00 2.4842000000e-09 6.2907000000e-07 -8.6502000000e-08 7.0375993177e-13
1.8970000000e+03 2.3810000000e+02 1.1793000000e+01 0.0000000000e+00 -6.2601000000e+00 2.4821000000e-09 6.3169000000e-07 -8.6750000000e-08 7.0207289668e-13
1.8980000000e+03 2.3728000000e+02 1.1829000000e+01 0.0000000000e+00 -6.4597000000e+00 2.4800000000e-09 6.3428000000e-07 -8.6988000000e-08 7.0039052218e-13
1.8990000000e+03 2.3648000000e+02 1.1865000000e+01 0.0000000000e+00 -6.6612000000e+00 2.4779000000e-09 6.3686000000e-07 -8.7215000000e-08 6.9871279364e-13
1.9000000000e+03 2.3569000000e+02 1.1899000000e+01 0.0000000000e+00 -6.8649000000e+00 2.4758000000e-09 6.3942000000e-07 -8.7432000000e-08 6.9703969648e-13
1.9010000000e+03 2.3493000000e+02 1.1931000000e+01 0.0000000000e+00 -7.0706000000e+00 2.4737000000e-09 6.4195000000e-07 -8.7637000000e-08 6.9537121617e-13
1.9020000000e+03 2.3418000000e+02 1.1963000000e+01 0.0000000000e+00 -7.2781000000e+00 2.4716000000e-09 6.4446000000e-07 -8.7832000000e-08 6.9370733823e-13
1.9030000000e+03 2.3345000000e+02 1.1992000000e+01 0.0000000000e+00 -7.4870000000e+00 2.4695000000e-09 6.4695000000e-07 -8.8016000000e-08 6.9204804823e-13
1.9040000000e+03 2.3275000000e+02 1.2022000000e+01 0.0000000000e+00 -7.6972000000e+00 2.4674000000e-09 6.4941000000e-07 -8.8190000000e-08 6.9039333180e-13
1.9050000000e+03 2.3203000000e+02 1.2050000000e+01 0.0000000000e+00 -7.9096000000e+00 2.4653000000e-09 6.5186000000e-07 -8.8353000000e-08 6.8874317461e-13
1.9060000000e+03 2.3135000000e+02 1.2076000000e+01 0.0000000000e+00 -8.1237000000e+00 2.4632000000e-09 6.5428000000e-07 -8.8505000000e-08 6.8709756239e-13
1.9070000000e+03 2.3069000000e+02 1.2102000000e+01 0.0000000000e+00 -8.3378000000e+00 2.4611000000e-09 6.5667000000e-07 -8.8647000000e-08 6.8545648091e-13
1.9080000000e+03 2.3005000000e+02 1.2125000000e+01 0.0000000000e+00 -8.5544000000e+00 2.4590000000e-09 6.5905000000e-07 -8.8778000000e-08 6.8381991599e-13
1.9090000000e+03 2.2941000000e+02 1.2148000000e+01 0.0000000000e+00 -8.7710000000e+00 2.4569000000e-09 6.6140000000e-07 -8.8899000000e-08 6.8218785351e-13
1.9100000000e+03 2.2880000000e+02 1.2170000000e+01 0.0000000000e+00 -8.9892000000e+00 2.4549000000e-09 6.6372000000e-07 -8.9010000000e-08 6.8056027940e-13
1.9110000000e+03 2.2820000000e+02 1.2190000000e+01 0.0000000000e+00 -9.2089000000e+00 2.4528000000e-09 6.6603000000e-07 -8.9110000000e-08 6.7893717962e-13
1.9120000000e+03 2.2763000000e+02 1.2208000000e+01 0.0000000000e+00 -9.4281000000e+00 2.4507000000e-09 6.6831000000e-07 -8.9200000000e-08 6.7731854020e-13
1.9130000000e+03 2.2708000000e+02 1.2225000000e+01 0.0000000000e+00 -9.6481000000e+00 2.4486000000e-09 6.7056000000e-07 -8.9280000000e-08 6.7570434721e-13
1.9140000000e+03 2.2653000000e+02 1.2240000000e+01 0.0000000000e+00 -9.8689000000e+00 2.4466000000e-09 6.7279000000e-07 -8.9350000000e-08 6.7409458678e-13
1.9150000000e+03 2.2601000000e+02 1.2255000000e+01 0.0000000000e+00 -1.0090000000e+01 2.4445000000e-09 6.7500000000e-07 -8.9409000000e-08 6.7248924506e-13
1.9160000000e+03 2.2549000000e+02 1.2268000000e+01 0.0000000000e+00 -1.0312000000e+01 2.4424000000e-09 6.7718000000e-07 -8.9458000000e-08 6.7088830829e-13
1.9170000000e+03 2.2501000000e+02 1.2279000000e+01 0.0000000000e+00 -1.0535000000e+01 2.4404000000e-09 6.7934000000e-07 -8.9498000000e-08 6.6929176271e-13
1.9180000000e+03 2.2453000000e+02 1.2289000000e+01 0.0000000000e+00 -1.0757000000e+01 2.4383000000e-09 6.8147000000e-07 -8.9527000000e-08 6.6769959466e-13
1.9190000000e+03 2.2408000000e+02 1.2298000000e+01 0.0000000000e+00 -1.0980000000e+01 2.4363000000e-09 6.8357000000e-07 -8.9546000000e-08 6.6611179049e-13
1.9200000000e+03 2.2364000000e+02 1.2305000000e+01 0.0000000000e+00 -1.1203000000e+01 2.4342000000e-09 6.8566000000e-07 -8.9555000000e-08 6.6452833661e-13
1.9210000000e+03 2.2321000000e+02 1.2311000000e+01 0.0000000000e+00 -1.1425000000e+01 2.4322000000e-09 6.8771000000e-07 -8.9555000000e-08 6.6294921948e-13
1.9220000000e+03 2.2281000000e+02 1.2315000000e+01 0.0000000000e+00 -1.1647000000e+01 2.4301000000e-09 6.8974000000e-07 -8.9544000000e-08 6.6137442560e-13
1.9230000000e+03 2.2242000000e+02 1.2318000000e+01 0.0000000000e+00 -1.1868000000e+01 2.4281000000e-09 6.9175000000e-07 -8.9524000000e-08 6.5980394152e-13
1.9240000000e+03 2.2203000000e+02 1.2320000000e+01 0.0000000000e+00 -1.2090000000e+01 2.4261000000e-09 6.9373000000e-07 -8.9494000000e-08 6.5823775385e-13
1.9250000000e+03 2.2169000000e+02 1.2319000000e+01 0.0000000000e+00 -1.2312000000e+01 2.4240000000e-09 6.9568000000e-07 -8.9455000000e-08 6.5667584922e-13
1.9260000000e+03 2.2134000000e+02 1.2319000000e+01 0.0000000000e+00 -1.2532000000e+01 2.4220000000e-09 6.9761000000e-07 -8.9405000000e-08 6.5511821434e-13
1.9270000000e+03 2.2100000000e+02 1.2317000000e+01 0.0000000000e+00 -1.2753000000e+01 2.4200000000e-09 6.9951000000e-07 -8.9346000000e-08 6.5356483593e-13
1.9280000000e+03 2.2070000000e+02 1.2313000000e+01 0.0000000000e+00 -1.2970000000e+01 2.4179000000e-09 7.0138000000e-07 -8.9278000000e-08 6.5201570079e-13
1.9290000000e+03 2.2040000000e+02 1.2308000000e+01 0.0000000000e+00 -1.3189000000e+01 2.4159000000e-09 7.0323000000e-07 -8.9200000000e-08 6.5047079574e-13
1.9300000000e+03 2.2013000000e+02 1.2301000000e+01 0.0000000000e+00 -1.3405000000e+01 2.4139000000e-09 7.0505000000e-07 -8.9112000000e-08 6.4893010766e-13
1.9310000000e+03 2.1987000000e+02 1.2292000000e+01 0.0000000000e+00 -1.3621000000e+01 2.4119000000e-09 7.0684000000e-07 -8.9015000000e-08 6.4739362348e-13
1.9320000000e+03 2.1963000000e+02 1.2283000000e+01 0.0000000000e+00 -1.3835000000e+01 2.4098000000e-09 7.0860000000e-07 -8.8909000000e-08 6.4586133016e-13
1.9330000000e+03 2.1939000000e+02 1.2272000000e+01 0.0000000000e+00 -1.4049000000e+01 2.4078000000e-09 7.1034000000e-07 -8.8793000000e-08 6.4433321471e-13
1.9340000000e+03 2.1918000000e+02 1.2260000000e+01 0.0000000000e+00 -1.4261000000e+01 2.4058000000e-09 7.1205000000e-07 -8.8668000000e-08 6.4280926420e-13
1.9350000000e+03 2.1898000000e+02 1.2245000000e+01 0.0000000000e+00 -1.4472000000e+01 2.4038000000e-09 7.1374000000e-07 -8.8534000000e-08 6.4128946572e-13
1.9360000000e+03 2.1879000000e+02 1.2231000000e+01 0.0000000000e+00 -1.4681000000e+01 2.4018000000e-09 7.1539000000e-07 -8.8391000000e-08 6.3977380643e-13
1.9370000000e+03 2.1862000000e+02 1.2213000000e+01 0.0000000000e+00 -1.4889000000e+01 2.3998000000e-09 7.1702000000e-07 -8.8238000000e-08 6.3826227352e-13
1.9380000000e+03 2.1846000000e+02 1.2195000000e+01 0.0000000000e+00 -1.5094000000e+01 2.3978000000e-09 7.1861000000e-07 -8.8076000000e-08 6.3675485422e-13
1.9390000000e+03 2.1832000000e+02 1.2176000000e+01 0.0000000000e+00 -1.5298000000e+01 2.3958000000e-09 7.2018000000e-07 -8.7906000000e-08 6.3525153582e-13
1.9400000000e+03 2.1819000000e+02 1.2155000000e+01 0.0000000000e+00 -1.5501000000e+01 2.3938000000e-09 7.2173000000e-07 -8.7726000000e-08 6.3375230565e-13
1.9410000000e+03 2.1809000000e+02 1.2133000000e+01 0.0000000000e+00 -1.5701000000e+01 2.3918000000e-09 7.2324000000e-07 -8.7537000000e-08 6.3225715107e-13
1.9420000000e+03 2.1798000000e+02 1.2110000000e+01 0.0000000000e+00 -1.5899000000e+01 2.3898000000e-09 7.2472000000e-07 -8.7339000000e-08 6.3076605949e-13
1.9430000000e+03 2.1790000000e+02 1.2085000000e+01 0.0000000000e+00 -1.6095000000e+01 2.3878000000e-09 7.2618000000e-07 -8.7133000000e-08 6.2927901839e-13
1.9440000000e+03 2.1783000000e+02 1.2058000000e+01 0.0000000000e+00 -1.6289000000e+01 2.3859000000e-09 7.2760000000e-07 -8.6917000000e-08 6.2779601524e-13
1.9450000000e+03 2.1776000000e+02 1.2031000000e+01 0.0000000000e+00 -1.6480000000e+01 2.3839000000e-09 7.2900000000e-07 -8.6693000000e-08 6.2631703761e-13
1.9460000000e+03 2.1771000000e+02 1.2003000000e+01 0.0000000000e+00 -1.6670000000e+01 2.3819000000e-09 7.3036000000e-07 -8.6460000000e-08 6.2484207308e-13
1.9470000000e+03 2.1767000000e+02 1.1973000000e+01 0.0000000000e+00 -1.6856000000e+01 2.3799000000e-09 7.3170000000e-07 -8.6218000000e-08 6.2337110927e-13
1.9480000000e+03 2.1765000000e+02 1.1942000000e+01 0.0000000000e+00 -1.7041000000e+01 2.3779000000e-09 7.3300000000e-07 -8.5967000000e-08 6.2190413387e-13
1.9490000000e+03 2.1764000000e+02 1.1908000000e+01 0.0000000000e+00 -1.7222000000e+01 2.3760000000e-09 7.3428000000e-07 -8.5708000000e-08 6.2044113458e-13
1.9500000000e+03 2.1764000000e+02 1.1875000000e+01 0.0000000000e+00 -1.7401000000e+01 2.3740000000e-09 7.3553000000e-07 -8.5440000000e-08 6.1898209916e-13
1.9510000000e+03 2.1766000000e+02 1.1840000000e+01 0.0000000000e+00 -1.7577000000e+01 2.3720000000e-09 7.3674000000e-07 -8.5164000000e-08 6.1752701542e-13
1.9520000000e+03 2.1768000000e+02 1.1803000000e+01 0.0000000000e+00 -1.7751000000e+01 2.3701000000e-09 7.3793000000e-07 -8.4879000000e-08 6.1607587120e-13
1.9530000000e+03 2.1772000000e+02 1.1766000000e+01 0.0000000000e+00 -1.7921000000e+01 2.3681000000e-09 7.3908000000e-07 -8.4586000000e-08 6.1462865439e-13
1.9540000000e+03 2.1777000000e+02 1.1727000000e+01 0.0000000000e+00 -1.8089000000e+01 2.3662000000e-09 7.4020000000e-07 -8.4285000000e-08 6.1318535290e-13
1.9550000000e+03 2.1783000000e+02 1.1687000000e+01 0.0000000000e+00 -1.8254000000e+01 2.3642000000e-09 7.4130000000e-07 -8.3975000000e-08 6.1174595471e-13
1.9560000000e+03 2.1789000000e+02 1.1646000000e+01 0.0000000000e+00 -1.8415000000e+01 2.3622000000e-09 7.4236000000e-07 -8.3658000000e-08 6.1031044783e-13
1.9570000000e+03 2.1800000000e+02 1.1603000000e+01 0.0000000000e+00 -1.8574000000e+01 2.3603000000e-09 7.4339000000e-07 -8.3332000000e-08 6.0887882030e-13
1.9580000000e+03 2.1807000000e+02 1.1560000000e+01 0.0000000000e+00 -1.8729000000e+01 2.3584000000e-09 7.4439000000e-07 -8.2998000000e-08 6.0745106023e-13
1.9590000000e+03 2.1817000000e+02 1.1515000000e+01 0.0000000000e+00 -1.8881000000e+01 2.3564000000e-09 7.4536000000e-07 -8.2657000000e-08 6.0602715574e-13
1.9600000000e+03 2.1827000000e+02 1.1470000000e+01 0.0000000000e+00 -1.9031000000e+01 2.3545000000e-09 7.4630000000e-07 -8.2308000000e-08 6.0460709501e-13
1.9610000000e+03 2.1839000000e+02 1.1423000000e+01 0.0000000000e+00 -1.9176000000e+01 2.3525000000e-09 7.4721000000e-07 -8.1951000000e-08 6.0319086625e-13
1.9620000000e+03 2.1852000000e+02 1.1376000000e+01 0.0000000000e+00 -1.9318000000e+01 2.3506000000e-09 7.4809000000e-07 -8.1586000000e-08 6.0177845772e-13
1.9630000000e+03 2.1865000000e+02 1.1327000000e+01 0.0000000000e+00 -1.9456000000e+01 2.3487000000e-09 7.4893000000e-07 -8.1214000000e-08 6.0036985771e-13
1.9640000000e+03 2.1879000000e+02 1.1277000000e+01 0.0000000000e+00 -1.9591000000e+01 2.3467000000e-09 7.4975000000e-07 -8.0835000000e-08 5.9896505457e-13
1.9650000000e+03 2.1895000000e+02 1.1226000000e+01 0.0000000000e+00 -1.9723000000e+01 2.3448000000e-09 7.5053000000e-07 -8.0448000000e-08 5.9756403666e-13
1.9660000000e+03 2.1911000000e+02 1.1173000000e+01 0.0000000000e+00 -1.9851000000e+01 2.3429000000e-09 7.5129000000e-07 -8.0054000000e-08 5.9616679240e-13
1.9670000000e+03 2.1928000000e+02 1.1120000000e+01 0.0000000000e+00 -1.9975000000e+01 2.3409000000e-09 7.5201000000e-07 -7.9653000000e-08 5.9477331025e-13
1.9680000000e+03 2.1945000000e+02 1.1066000000e+01 0.0000000000e+00 -2.0096000000e+01 2.3390000000e-09 7.5270000000e-07 -7.9244000000e-08 5.9338357871e-13
1.9690000000e+03 2.1964000000e+02 1.1011000000e+01 0.0000000000e+00 -2.0213000000e+01 2.3371000000e-09 7.5336000000e-07 -7.8829000000e-08 5.9199758630e-13
1.9700000000e+03 2.1982000000e+02 1.0957000000e+01 0.0000000000e+00 -2.0326000000e+01 2.3352000000e-09 7.5399000000e-07 -7.8407000000e-08 5.9061532161e-13
1.9710000000e+03 2.2002000000e+02 1.0900000000e+01 0.0000000000e+00 -2.0435000000e+01 2.3333000000e-09 7.5459000000e-07 -7.7978000000e-08 5.8923677325e-13
1.9720000000e+03 2.2022000000e+02 1.0842000000e+01 0.0000000000e+00 -2.0540000000e+01 2.3314000000e-09 7.5515000000e-07 -7.7542000000e-08 5.8786192986e-13
1.9730000000e+03 2.2042000000e+02 1.0784000000e+01 0.0000000000e+00 -2.0642000000e+01 2.3294000000e-09 7.5569000000e-07 -7.7100000000e-08 5.8649078015e-13
1.9740000000e+03 2.2064000000e+02 1.0725000000e+01 0.0000000000e+00 -2.0739000000e+01 2.3275000000e-09 7.5619000000e-07 -7.6651000000e-08 5.8512331284e-13
1.9750000000e+03 2.2086000000e+02 1.0665000000e+01 0.0000000000e+00 -2.0834000000e+01 2.3256000000e-09 7.5666000000e-07 -7.6195000000e-08 5.8375951670e-13
1.9760000000e+03 2.2108000000e+02 1.0604000000e+01 0.0000000000e+00 -2.0923000000e+01 2.3237000000e-09 7.5710000000e-07 -7.5733000000e-08 5.8239938053e-13
1.9770000000e+03 2.2131000000e+02 1.0542000000e+01 0.0000000000e+00 -2.1009000000e+01 2.3218000000e-09 7.5751000000e-07 -7.5265000000e-08 5.8104289319e-13
1.9780000000e+03 2.2154000000e+02 1.0480000000e+01 0.0000000000e+00 -2.1090000000e+01 2.3199000000e-09 7.5789000000e-07 -7.4791000000e-08 5.7969004356e-13
1.9790000000e+03 2.2178000000e+02 1.0418000000e+01 0.0000000000e+00 -2.1167000000e+01 2.3180000000e-09 7.5824000000e-07 -7.4310000000e-08 5.7834082056e-13
1.9800000000e+03 2.2202000000e+02 1.0354000000e+01 0.0000000000e+00 -2.1241000000e+01 2.3162000000e-09 7.5855000000e-07 -7.3824000000e-08 5.7699521314e-13
1.9810000000e+03 2.2226000000e+02 1.0290000000e+01 0.0000000000e+00 -2.1310000000e+01 2.3143000000e-09 7.5883000000e-07 -7.3331000000e-08 5.7565321031e-13
1.9820000000e+03 2.2251000000e+02 1.0224000000e+01 0.0000000000e+00 -2.1375000000e+01 2.3124000000e-09 7.5909000000e-07 -7.2833000000e-08 5.7431480111e-13
1.9830000000e+03 2.2276000000e+02 1.0159000000e+01 0.0000000000e+00 -2.1437000000e+01 2.3105000000e-09 7.5931000000e-07 -7.2329000000e-08 5.7297997459e-13
1.9840000000e+03 2.2301000000e+02 1.0093000000e+01 0.0000000000e+00 -2.1494000000e+01 2.3086000000e-09 7.5949000000e-07 -7.1819000000e-08 5.7164871988e-13
1.9850000000e+03 2.2328000000e+02 1.0025000000e+01 0.0000000000e+00 -2.1547000000e+01 2.3067000000e-09 7.5965000000e-07 -7.1303000000e-08 5.7032102612e-13
1.9860000000e+03 2.2353000000e+02 9.9576000000e+00 0.0000000000e+00 -2.1595000000e+01 2.3049000000e-09 7.5977000000e-07 -7.0782000000e-08 5.6899688249e-13
1.9870000000e+03 2.2378000000e+02 9.8901000000e+00 0.0000000000e+00 -2.1640000000e+01 2.3030000000e-09 7.5987000000e-07 -7.0256000000e-08 5.6767627821e-13
1.9880000000e+03 2.2405000000e+02 9.8218000000e+00 0.0000000000e+00 -2.1680000000e+01 2.3011000000e-09 7.5993000000e-07 -6.9724000000e-08 5.6635920255e-13
1.9890000000e+03 2.2431000000e+02 9.7535000000e+00 0.0000000000e+00 -2.1714000000e+01 2.2992000000e-09 7.5995000000e-07 -6.9187000000e-08 5.6504564480e-13
1.9900000000e+03 2.2458000000e+02 9.6844000000e+00 0.0000000000e+00 -2.1747000000e+01 2.2974000000e-09 7.5995000000e-07 -6.8644000000e-08 5.6373559428e-13
1.9910000000e+03 2.2484000000e+02 9.6138000000e+00 0.0000000000e+00 -2.1774000000e+01 2.2955000000e-09 7.5991000000e-07 -6.8097000000e-08 5.6242904036e-13
1.9920000000e+03 2.2509000000e+02 9.5439000000e+00 0.0000000000e+00 -2.1797000000e+01 2.2937000000e-09 7.5985000000e-07 -6.7544000000e-08 5.6112597245e-13
1.9930000000e+03 2.2536000000e+02 9.4740000000e+00 0.0000000000e+00 -2.1816000000e+01 2.2918000000e-09 7.5975000000e-07 -6.6987000000e-08 5.5982637999e-13
1.9940000000e+03 2.2562000000e+02 9.4025000000e+00 0.0000000000e+00 -2.1831000000e+01 2.2899000000e-09 7.5961000000e-07 -6.6425000000e-08 5.5853025244e-13
